ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
7454,candidato,35,-1,34,"Por su parte , el candidato de ERC , Josep Seguer , que aspiraba a conseguir un escaño , ha declarado : "" nos apena que el PP haya sacado este escaño , aunque su candidato nos merece todo nuestro respeto "" . ",Masc,nsubj,Sing,3,"Por su parte , el candidato de ERC , Josep Seguer , que aspiraba a conseguir un escaño , ha declarado : "" nos apena que el PP haya sacado este escaño , aunque su candidata nos merece todo nuestro respeto "" . ",35,Fem
7462,jugador,3,-1,2,Hiddink y sus jugadores son conscientes de ello y quieren dar un giro a la situación . ,Masc,conj,Plur,4,Hiddink y sus jugadoras son conscientes de ello y quieren dar un giro a la situación . ,3,Fem
7475,jugador,5,-1,4,"La respuesta la tienen los jugadores de los cuatro equipos españoles - - Deportivo , Valencia , Mallorca y Real Madrid - - que han viajado a Grecia en las dos últimas ediciones de la Liga de Campeones . ",Masc,nsubj,Plur,35,"La respuesta la tienen las jugadoras de los cuatro equipos españoles - - Deportivo , Valencia , Mallorca y Real Madrid - - que han viajado a Grecia en las dos últimas ediciones de la Liga de Campeones . ",5,Fem
7500,directivo,1,-1,0,"El directivo explicó que estos costes se repercutirán progresivamente en los de Aventis , de forma que supondrán casi 36.000 millones de pesetas en 1999 , unos 100.000 en el 2000 y 171.600 en el 2001 . ",Masc,nsubj,Sing,3,"La directiva explicó que estos costes se repercutirán progresivamente en los de Aventis , de forma que supondrán casi 36.000 millones de pesetas en 1999 , unos 100.000 en el 2000 y 171.600 en el 2001 . ",1,Fem
7501,empleado,38,-1,-1,"Aventis , que pertenecerá al 50% a cada uno de los grupos y tendrá su cuartel general en Estrasburgo , ciudad francesa fronteriza con Alemania , sumará unas ventas de 2,8 billones de pesetas y dispondrá de 95.000 empleados en todo el mundo . ",Masc,obj,Plur,4,"Aventis , que pertenecerá al 50% a cada uno de los grupos y tendrá su cuartel general en Estrasburgo , ciudad francesa fronteriza con Alemania , sumará unas ventas de 2,8 billones de pesetas y dispondrá de 95.000 empleadas en todo el mundo . ",38,Fem
7503,empleado,18,-1,17,"Los dos grupos pondrán en marcha "" todas las medidas necesarias y establecerán un diálogo abierto con sus empleados y sus representantes tan pronto como se hayan definido más los planes de actuación "" , según el comunicado conjunto . ",Masc,obl,Plur,7,"Los dos grupos pondrán en marcha "" todas las medidas necesarias y establecerán un diálogo abierto con sus empleadas y sus representantes tan pronto como se hayan definido más los planes de actuación "" , según el comunicado conjunto . ",18,Fem
7517,ministro,2,-1,1,"Según el ministro , Brasil tiene sus propuestas para frenar la especulación , que serán discutidas con la misión del Fondo Monetario Internacional ( FMI ) que se encuentra en Brasil y que está encabezada por el número dos de este organismo Stanley Fischer . ",Masc,obl,Sing,5,"Según la ministra , Brasil tiene sus propuestas para frenar la especulación , que serán discutidas con la misión del Fondo Monetario Internacional ( FMI ) que se encuentra en Brasil y que está encabezada por el número dos de este organismo Stanley Fischer . ",2,Fem
7519,ministro,1,-1,0,"El ministro expresó además que el precio del dólar bajará en la medida en que el Gobierno controle el déficit público , principal causa de la desconfianza y volatilidad del mercado brasileño . ",Masc,nsubj,Sing,3,"La ministra expresó además que el precio del dólar bajará en la medida en que el Gobierno controle el déficit público , principal causa de la desconfianza y volatilidad del mercado brasileño . ",1,Fem
7525,financiero,1,-1,0,El financiero justificó su análisis diciendo que la mayoría de las medidas fiscales pedidas a Brasil han sido tomadas y que el real está ahora infravalorado . ,Masc,nsubj,Sing,3,La financiera justificó su análisis diciendo que la mayoría de las medidas fiscales pedidas a Brasil han sido tomadas y que el real está ahora infravalorado . ,1,Fem
7554,jefe,20,-1,19,""" Además de cuantiosos daños económicos , estos incendios crean mucha alarma y situaciones de riesgo "" , apunta el jefe de bomberos . ",Masc,nsubj,Sing,5,""" Además de cuantiosos daños económicos , estos incendios crean mucha alarma y situaciones de riesgo "" , apunta la jefa de bomberos . ",20,Fem
7582,presidente,1,-1,0,El presidente tiene el valor de decir que quien cuestiona al entrenador es enemigo del Barça . ,Masc,nsubj,Sing,3,La presidenta tiene el valor de decir que quien cuestiona al entrenador es enemigo del Barça . ,1,Fem
7584,hotelero,3,-1,2,Y dice el hotelero que su amigo Charly no corre peligro . ,Masc,nsubj,Sing,3,Y dice la hotelera que su amigo Charly no corre peligro . ,3,Fem
7585,entrenador,23,-1,-1,"Eso mismo dijo de Serra Ferrer el 20 de abril pasado , y tres días después , el 23 , lo destituía como entrenador del primer equipo . ",Masc,iobj,Sing,6,"Eso mismo dijo de Serra Ferrer el 20 de abril pasado , y tres días después , el 23 , lo destituía como entrenadora del primer equipo . ",23,Fem
7587,entrenador,4,-1,-1,"Y , respecto del entrenador , con su discurso ( "" no me la juego ( ... ) en la vida no pasa nada ( ... ) te entierran y la vida continúa "" ) , da la sensación de que , en efecto , es consciente de que su paso por el banquillo del Camp Nou es circunstancial , tal y como todos suponíamos . ",Masc,obl,Sing,36,"Y , respecto de la entrenadora , con su discurso ( "" no me la juego ( ... ) en la vida no pasa nada ( ... ) te entierran y la vida continúa "" ) , da la sensación de que , en efecto , es consciente de que su paso por el banquillo del Camp Nou es circunstancial , tal y como todos suponíamos . ",5,Fem
7588,presidente,2,-1,1,Incluido el presidente . ,Masc,obj,Sing,3,Incluido la presidenta . ,2,Fem
7601,autor,1,-1,0,Los autores confían en la médula como fuente potencial para tratar en humanos el Parkinson y otras alteraciones neurológicas . ,Masc,nsubj,Plur,3,Las autoras confían en la médula como fuente potencial para tratar en humanos el Parkinson y otras alteraciones neurológicas . ,1,Fem
7633,arquitecta,12,-1,11,"En el muro que dará a la calle de Colomines , la arquitecta proyecta incrustar algunas de las piedras halladas en el subsuelo y formar con ellas las palabras Santa Caterina . ",Fem,nsubj,Sing,3,"En el muro que dará a la calle de Colomines , el arquitecto proyecta incrustar algunas de las piedras halladas en el subsuelo y formar con ellas las palabras Santa Caterina . ",12,Masc
7637,compañero,2,-1,1,"Si sus compañeros lo celebraban como locos , el base no olvidaba a su gente , mientras lanzaba besos al público . ",Masc,nsubj,Plur,3,"Si sus compañeras lo celebraban como locos , el base no olvidaba a su gente , mientras lanzaba besos al público . ",2,Fem
7640,compañero,8,-1,7,"Sasha vivió una celebración particular , mientras sus compañeros se bañaban en cava poco antes de recibir la copa de manos de Ernesto Segura de Luna , presidente de la Federación Española . ",Masc,nsubj,Plur,3,"Sasha vivió una celebración particular , mientras sus compañeras se bañaban en cava poco antes de recibir la copa de manos de Ernesto Segura de Luna , presidente de la Federación Española . ",8,Fem
7669,concesionario,39,-1,38,El Gobierno de Aznar y el de Pujol - - que en este asunto practica desde hace meses una política de claqué : pisotón sonoro y dos pasos atrás - - están obligados por ley a compensar a las concesionarias por la subida de los precios que se registra cada año . ,Fem,obj,Plur,4,El Gobierno de Aznar y el de Pujol - - que en este asunto practica desde hace meses una política de claqué : pisotón sonoro y dos pasos atrás - - están obligados por ley a compensar a los concesionarios por la subida de los precios que se registra cada año . ,39,Masc
7678,vicepresidente,2,1,0,El ex vicepresidente afirmó que Rexach no sabe motivar a la plantilla . ,Masc,nsubj,Sing,4,La ex vicepresidenta afirmó que Rexach no sabe motivar a la plantilla . ,2,Fem
7683,entrenador,17,-1,16,"Tenemos que aceptar que nos hemos equivocado y que no hemos acertado , tampoco , con el entrenador "" , aseguró el ex vicepresidente . ",Masc,obj,Sing,4,"Tenemos que aceptar que nos hemos equivocado y que no hemos acertado , tampoco , con la entrenadora "" , aseguró el ex vicepresidente . ",17,Fem
7683,vicepresidente,23,22,21,"Tenemos que aceptar que nos hemos equivocado y que no hemos acertado , tampoco , con el entrenador "" , aseguró el ex vicepresidente . ",Masc,nsubj,Sing,4,"Tenemos que aceptar que nos hemos equivocado y que no hemos acertado , tampoco , con el entrenador "" , aseguró la ex vicepresidenta . ",23,Fem
7687,arquitecto,1,-1,0,Los arquitectos han diseñado en la superficie tres elementos escultóricos que recuerdan ánforas o restos arqueológicos . ,Masc,nsubj,Plur,3,Las arquitectas han diseñado en la superficie tres elementos escultóricos que recuerdan ánforas o restos arqueológicos . ,1,Fem
7719,árbitro,5,-1,4,"Si así fuera , estos árbitros no podrían dirigir la mejor liga del mundo porque no están preparados . ",Masc,nsubj,Plur,3,"Si así fuera , estas árbitras no podrían dirigir la mejor liga del mundo porque no están preparados . ",5,Fem
7723,ministro,1,-1,0,"El ministro instó a los fabricantes a mejorar la calidad de los servicios que rodean a los productos , como "" casi la única alternativa "" para aumentar las ventas , en un mercado europeo más integrado y con perspectivas de crecimiento de la demanda interior cada vez menores . ",Masc,nsubj,Sing,3,"La ministra instó a los fabricantes a mejorar la calidad de los servicios que rodean a los productos , como "" casi la única alternativa "" para aumentar las ventas , en un mercado europeo más integrado y con perspectivas de crecimiento de la demanda interior cada vez menores . ",1,Fem
7755,alemán,1,-1,0,El alemán se presentó con una victoria en la manga : su triunfo ante la báscula . ,Masc,nsubj,Sing,3,La alemana se presentó con una victoria en la manga : su triunfo ante la báscula . ,1,Fem
7757,ganador,22,-1,21,"Temo a Pantani , Zülle y Olano , aunque creo que Virenque y Jalabert también pueden ganar el Tour , afirmó el ganador de 1997 , para mayor confusión en este inicio de carrera . ",Masc,nsubj,Sing,5,"Temo a Pantani , Zülle y Olano , aunque creo que Virenque y Jalabert también pueden ganar el Tour , afirmó la ganadora de 1997 , para mayor confusión en este inicio de carrera . ",22,Fem
7781,jugador,1,2,0,"El jugador yugoslavo ha recibido una llamada de Scariolo , el próximo técnico del equipo blanco . ",Masc,nsubj,Sing,4,"La jugadora yugoslava ha recibido una llamada de Scariolo , el próximo técnico del equipo blanco . ",1,Fem
7814,trabajador,11,12,-1,La expansión internacional también hará posible convertir en fijos a 209 trabajadores temporales . ,Masc,obj,Plur,5,La expansión internacional también hará posible convertir en fijos a 209 trabajadoras temporales . ,11,Fem
7817,abogado,1,-1,0,"Los abogados del gigante del software , en su última oportunidad de dulcificar la próxima decisión del juez de distrito que lleva el caso antimonopolio , Thomas P. Jackson , reclamaron un plazo de 12 meses para proceder a una eventual segregación de la empresa . ",Masc,nsubj,Plur,7,"Las abogadas del gigante del software , en su última oportunidad de dulcificar la próxima decisión del juez de distrito que lleva el caso antimonopolio , Thomas P. Jackson , reclamaron un plazo de 12 meses para proceder a una eventual segregación de la empresa . ",1,Fem
7820,competidor,19,-1,18,"El juez llegó a plantear la posibilidad de dividir la compañía en tres , como solicitaban algunos de los competidores del grupo presidido por Bill Gates . ",Masc,nmod,Plur,10,"El juez llegó a plantear la posibilidad de dividir la compañía en tres , como solicitaban algunos de las competidoras del grupo presidido por Bill Gates . ",19,Fem
7876,concejal,1,-1,0,"El concejal insistió en que las inversiones en todos los proyectos dependerán de que "" los vecinos opten a adquirir plazas con una concesión de 50 años "" . ",Masc,nsubj,Sing,3,"La concejala insistió en que las inversiones en todos los proyectos dependerán de que "" los vecinos opten a adquirir plazas con una concesión de 50 años "" . ",1,Fem
