ID,focus,focus ID,focus ID after,adj idx,det idx,before,before number,deprel,gender,dep tree size,after,after number
5739,posibilidad,7,7,6,5,"Abandonado en la selva , la única posibilidad que tiene de regresar a casa y seguir gobernando reside en un bondadoso campesino llamado Pacha . ",Sing,nsubj,Fem,13,"Abandonado en la selva , las únicas posibilidades que tiene de regresar a casa y seguir gobernando residen en un bondadoso campesino llamado Pacha . ",Plur
5740,convenio,1,1,-1,0,"Estos convenios no han sido publicados en la Gaceta Oficial , son invisibles , como las compras PDVSA , secretos de Estado , depositados en la caja negra de la discrecionalidad . ",Plur,nsubj:pass,Masc,3,"Este convenio no han sido publicados en la Gaceta Oficial , son invisibles , como las compras PDVSA , secretos de Estado , depositados en la caja negra de la discrecionalidad . ",Sing
5742,foto,1,1,-1,0,"Sus fotos en blanco y negro sobre fondo blanco con formatos medio y grande , se concentran en las miradas , los gestos , texturas , y en los silencios de la "" ausencia "" . ",Plur,nsubj,Fem,16,"Su foto en blanco y negro sobre fondo blanco con formatos medio y grande , se concentra en las miradas , los gestos , texturas , y en los silencios de la "" ausencia "" . ",Sing
5742,mirada,19,19,-1,18,"Sus fotos en blanco y negro sobre fondo blanco con formatos medio y grande , se concentran en las miradas , los gestos , texturas , y en los silencios de la "" ausencia "" . ",Plur,obl,Fem,19,"Sus fotos en blanco y negro sobre fondo blanco con formatos medio y grande , se concentran en la mirada , los gestos , texturas , y en los silencios de la "" ausencia "" . ",Sing
5745,actualidad,2,2,-1,1,"En la actualidad , el lugar donde una vez estuvo el fuerte sirve de escenario a representaciones de la vida en el campamento llevadas a cabo por actores . ",Sing,obl,Fem,5,"En las actualidades , el lugar donde una vez estuvo el fuerte sirve de escenario a representaciones de la vida en el campamento llevadas a cabo por actores . ",Plur
5745,lugar,5,5,-1,4,"En la actualidad , el lugar donde una vez estuvo el fuerte sirve de escenario a representaciones de la vida en el campamento llevadas a cabo por actores . ",Sing,nsubj,Masc,9,"En la actualidad , los lugares donde una vez estuvo el fuerte sirvan de escenario a representaciones de la vida en el campamento llevadas a cabo por actores . ",Plur
5745,escenario,14,14,-1,-1,"En la actualidad , el lugar donde una vez estuvo el fuerte sirve de escenario a representaciones de la vida en el campamento llevadas a cabo por actores . ",Sing,obl,Masc,3,"En la actualidad , el lugar donde una vez estuvo el fuerte sirve de escenarios a representaciones de la vida en el campamento llevadas a cabo por actores . ",Plur
5746,actividad,2,2,-1,1,"Comenzó la actividad el circuito de "" Istanbul Park "" y las dos primeras sesiones de entrenamientos libres no dejaron indiferente a nadie . ",Sing,nsubj,Fem,3,"Comenzaron las actividades el circuito de "" Istanbul Park "" y las dos primeras sesiones de entrenamientos libres no dejaron indiferente a nadie . ",Plur
5751,decisión,1,1,-1,0,La decisión fue afirmativa . ,Sing,nsubj,Fem,3,Las decisiones fueron afirmativas . ,Plur
5752,forma,1,1,-1,0,Esta forma de responsabilidad político - jurídica suele ser evaluada y adjudicada según reglas específicas ( como el impeachment anglosajón ) y ante autoridades específicas ( como el Senado constituido en cámara juzgadora o un tribunal administrativo ad hoc ) . ,Sing,nsubj:pass,Fem,8,Estas formas de responsabilidad político - jurídica suele ser evaluada y adjudicada según reglas específicas ( como el impeachment anglosajón ) y ante autoridades específicas ( como el Senado constituido en cámara juzgadora o un tribunal administrativo ad hoc ) . ,Plur
5752,regla,13,14,14,-1,Esta forma de responsabilidad político - jurídica suele ser evaluada y adjudicada según reglas específicas ( como el impeachment anglosajón ) y ante autoridades específicas ( como el Senado constituido en cámara juzgadora o un tribunal administrativo ad hoc ) . ,Plur,obl,Fem,14,Esta forma de responsabilidad político - jurídica suele ser evaluada y adjudicada según una regla una específica ( como el impeachment anglosajón ) y ante autoridades específicas ( como el Senado constituido en cámara juzgadora o un tribunal administrativo ad hoc ) . ,Sing
5753,fundador,3,3,-1,2,"Fue también el fundador de la galería pictórica de Kassel , en la que se incluyeron cuadros de Rembrandt y Rubens . ",Sing,root,Masc,23,"Fueron también los fundadores de la galería pictórica de Kassel , en la que se incluyeron cuadros de Rembrandt y Rubens . ",Plur
5757,yacimiento,5,5,-1,4,"Iran fue derrotado , los yacimientos ocupados y el valioso Ferrocarril Trans - Iraní puesto en manos aliadas . ",Plur,nsubj:pass,Masc,3,"Iran fue derrotado , el yacimiento ocupados y el valioso Ferrocarril Trans - Iraní puesto en manos aliadas . ",Sing
5757,ferrocarril,10,10,13,8,"Iran fue derrotado , los yacimientos ocupados y el valioso Ferrocarril Trans - Iraní puesto en manos aliadas . ",Sing,nsubj:pass,Masc,7,"Iran fue derrotado , los yacimientos ocupados y los valiosos Ferrocarriles Trans - Iraníes puesto en manos aliadas . ",Plur
5757,mano,16,17,17,-1,"Iran fue derrotado , los yacimientos ocupados y el valioso Ferrocarril Trans - Iraní puesto en manos aliadas . ",Plur,obl,Fem,4,"Iran fue derrotado , los yacimientos ocupados y el valioso Ferrocarril Trans - Iraní puesto en una mano una aliada . ",Sing
5758,parte,2,2,3,1,"Complementa la parte visitable una exposición permanente sobre la historia y las características de la Basílica , así como sobre la vida cotidiana y las personalidad que han participado a lo largo de la historia . ",Sing,obj,Fem,4,"Complementa las partes visitable una exposición permanente sobre la historia y las características de la Basílica , así como sobre la vida cotidiana y las personalidad que han participado a lo largo de la historia . ",Plur
5758,exposición,5,4,6,4,"Complementa la parte visitable una exposición permanente sobre la historia y las características de la Basílica , así como sobre la vida cotidiana y las personalidad que han participado a lo largo de la historia . ",Sing,nsubj,Fem,32,"Complementan la parte visitable exposiciones permanente sobre la historia y las características de la Basílica , así como sobre la vida cotidiana y las personalidad que han participado a lo largo de la historia . ",Plur
5760,vacaciones,3,3,-1,2,"Pensando en las vacaciones de los catalanes , Vueling propone vuelos directos a tres de las famosas islas griegas , Santorini , Mykonos y Creta . ",Plur,obl,Fem,7,"Pensando en la vacaciones de los catalanes , Vueling propone vuelos directos a tres de las famosas islas griegas , Santorini , Mykonos y Creta . ",Sing
5760,vuelo,10,11,11,-1,"Pensando en las vacaciones de los catalanes , Vueling propone vuelos directos a tres de las famosas islas griegas , Santorini , Mykonos y Creta . ",Plur,obj,Masc,16,"Pensando en las vacaciones de los catalanes , Vueling propone un vuelo un directo a tres de las famosas islas griegas , Santorini , Mykonos y Creta . ",Sing
5764,lucha,6,6,7,5,De muy joven adhirió a la lucha política . ,Sing,obl,Fem,5,De muy joven adhirió a las luchas políticas . ,Plur
5765,visita,3,3,2,1,"En su reciente visita a la ciudad de Santiago de Cali , Samuel Israel , CEO para Latinoamérica de DHL Global Forwarding , anunció que para fortalecer la operación de la compañía en el sur occidente colombiano vienen trabajando en la implementación de una Plataforma Exclusiva de Operaciones en Buenaventura bajo la figura de Depósito de Apoyo Logístico Internacional que permitirá ampliar la capacidad de almacenamiento y brindar un mejor servicio a todos los clientes . ",Sing,obl,Fem,13,"En sus reciente visitas a la ciudad de Santiago de Cali , Samuel Israel , CEO para Latinoamérica de DHL Global Forwarding , anunció que para fortalecer la operación de la compañía en el sur occidente colombiano vienen trabajando en la implementación de una Plataforma Exclusiva de Operaciones en Buenaventura bajo la figura de Depósito de Apoyo Logístico Internacional que permitirá ampliar la capacidad de almacenamiento y brindar un mejor servicio a todos los clientes . ",Plur
5765,operación,28,28,-1,27,"En su reciente visita a la ciudad de Santiago de Cali , Samuel Israel , CEO para Latinoamérica de DHL Global Forwarding , anunció que para fortalecer la operación de la compañía en el sur occidente colombiano vienen trabajando en la implementación de una Plataforma Exclusiva de Operaciones en Buenaventura bajo la figura de Depósito de Apoyo Logístico Internacional que permitirá ampliar la capacidad de almacenamiento y brindar un mejor servicio a todos los clientes . ",Sing,obj,Fem,11,"En su reciente visita a la ciudad de Santiago de Cali , Samuel Israel , CEO para Latinoamérica de DHL Global Forwarding , anunció que para fortalecer las operaciones de la compañía en el sur occidente colombiano vienen trabajando en la implementación de una Plataforma Exclusiva de Operaciones en Buenaventura bajo la figura de Depósito de Apoyo Logístico Internacional que permitirá ampliar la capacidad de almacenamiento y brindar un mejor servicio a todos los clientes . ",Plur
5765,implementación,41,41,-1,40,"En su reciente visita a la ciudad de Santiago de Cali , Samuel Israel , CEO para Latinoamérica de DHL Global Forwarding , anunció que para fortalecer la operación de la compañía en el sur occidente colombiano vienen trabajando en la implementación de una Plataforma Exclusiva de Operaciones en Buenaventura bajo la figura de Depósito de Apoyo Logístico Internacional que permitirá ampliar la capacidad de almacenamiento y brindar un mejor servicio a todos los clientes . ",Sing,obl,Fem,37,"En su reciente visita a la ciudad de Santiago de Cali , Samuel Israel , CEO para Latinoamérica de DHL Global Forwarding , anunció que para fortalecer la operación de la compañía en el sur occidente colombiano vienen trabajando en las implementaciones de una Plataforma Exclusiva de Operaciones en Buenaventura bajo la figura de Depósito de Apoyo Logístico Internacional que permitirá ampliar la capacidad de almacenamiento y brindar un mejor servicio a todos los clientes . ",Plur
5766,músico,3,3,4,2,• A estos músicos singulares los completará una música también muy creativa y personal : el jazz . ,Plur,obj,Masc,5,• A este músico singulares los completará una música también muy creativa y personal : el jazz . ,Sing
5771,cena,2,2,-1,1,Durante la cena se sirven todos los chacinados que los productores rurales de la localidad producen de manera artesanal y que luego de la fiesta comienzan a comercializar . ,Sing,obl,Fem,4,Durante las cenas se sirven todos los chacinados que los productores rurales de la localidad producen de manera artesanal y que luego de la fiesta comienzan a comercializar . ,Plur
5771,chacinado,7,7,-1,6,Durante la cena se sirven todos los chacinados que los productores rurales de la localidad producen de manera artesanal y que luego de la fiesta comienzan a comercializar . ,Plur,nsubj,Masc,24,Durante la cena se sirve todo el chacinado que los productores rurales de la localidad producen de manera artesanal y que luego de la fiesta comienzan a comercializar . ,Sing
5775,tierra,3,3,-1,-1,Al llegar a tierra se hospeda en el hotel Perla donde la recibe Nikora y Madame Taki . ,Sing,obl,Fem,3,Al llegar a tierras se hospeda en el hotel Perla donde la recibe Nikora y Madame Taki . ,Plur
5776,lástima,0,0,-1,-1,"Lástima , era un habitual pero no vuelvo , se ha quedado en chino cutre de barrio . ",Sing,root,Fem,19,"Lástimas , era un habitual pero no vuelvo , se ha quedado en chino cutre de barrio . ",Plur
5778,contrario,2,2,-1,1,"Por el contrario , han sido aprobadas por unanimidad la iniciativa que planteaba un plan integral de lucha contra el robo de explotaciones agrarias , la que pide impulsar las leyes de gobierno local y la relacionada con el desdoblamiento de la A - 357 , así como la de la defensa de la fiesta de los toros , con la abstención de IU . ",Sing,obl,Masc,5,"Por los contrarios , han sido aprobadas por unanimidad la iniciativa que planteaba un plan integral de lucha contra el robo de explotaciones agrarias , la que pide impulsar las leyes de gobierno local y la relacionada con el desdoblamiento de la A - 357 , así como la de la defensa de la fiesta de los toros , con la abstención de IU . ",Plur
5778,unanimidad,8,8,-1,-1,"Por el contrario , han sido aprobadas por unanimidad la iniciativa que planteaba un plan integral de lucha contra el robo de explotaciones agrarias , la que pide impulsar las leyes de gobierno local y la relacionada con el desdoblamiento de la A - 357 , así como la de la defensa de la fiesta de los toros , con la abstención de IU . ",Sing,obl,Fem,3,"Por el contrario , han sido aprobadas por unanimidades la iniciativa que planteaba un plan integral de lucha contra el robo de explotaciones agrarias , la que pide impulsar las leyes de gobierno local y la relacionada con el desdoblamiento de la A - 357 , así como la de la defensa de la fiesta de los toros , con la abstención de IU . ",Plur
5778,iniciativa,10,10,-1,9,"Por el contrario , han sido aprobadas por unanimidad la iniciativa que planteaba un plan integral de lucha contra el robo de explotaciones agrarias , la que pide impulsar las leyes de gobierno local y la relacionada con el desdoblamiento de la A - 357 , así como la de la defensa de la fiesta de los toros , con la abstención de IU . ",Sing,nsubj:pass,Fem,56,"Por el contrario , han sido aprobadas por unanimidad las iniciativas que planteaba un plan integral de lucha contra el robo de explotaciones agrarias , las que pide impulsar las leyes de gobierno local y las relacionada con el desdoblamiento de la A - 357 , así como las de la defensa de la fiesta de los toros , con la abstención de IU . ",Plur
